Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Control of Corruption: Percentile Rank,CC.PER.RNK,"Iran, Islamic Rep.",IRN,NA,NA,NA,NA,NA,NA,37.63440704,NA,40.10695267,NA,44.14893723,NA,49.73545074,46.56084824,42.8571434,40.48780441,38.04878235,34.95145798,26.21359253,23.92344475,17.61904716,20.37914658,23.22274971,28.4360199,30.76922989,30.95238113,26.66666603,20.47619057,15.71428585,13.33333302,14.28571415,13.80952358,14.15094376
Control of Corruption: Percentile Rank,CC.PER.RNK,Iraq,IRQ,NA,NA,NA,NA,NA,NA,0.537634432,NA,0.534759343,NA,0,NA,2.116402149,6.349206448,1.477832556,4.390244007,1.463414669,1.941747546,2.427184582,3.82775116,3.333333254,4.739336491,8.530805588,5.687203884,5.769230843,3.809523821,5.238095284,6.190476418,5.714285851,8.095237732,9.047618866,8.571428299,10.84905624
Control of Corruption: Percentile Rank,CC.PER.RNK,Ireland,IRL,NA,NA,NA,NA,NA,NA,91.93548584,NA,91.44384766,NA,89.89361572,NA,88.8888855,90.47618866,87.19211578,92.19512177,92.19512177,93.20388031,92.71844482,93.77990723,92.85713959,91.94313049,90.0473938,92.41706085,92.78845978,92.38095093,92.38095093,91.42857361,90.47618866,90,91.42857361,92.85713959,93.86792755
Control of Corruption: Percentile Rank,CC.PER.RNK,Isle of Man,IMN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Control of Corruption: Percentile Rank,CC.PER.RNK,Israel,ISR,NA,NA,NA,NA,NA,NA,88.17204285,NA,83.42246246,NA,82.97872162,NA,84.65608215,81.48148346,81.77339935,78.53658295,80,77.1844635,77.66990662,74.16268158,73.80952454,76.30331421,77.72512054,78.1990509,78.84615326,78.57142639,83.80952454,78.57142639,77.61904907,78.09523773,68.09523773,80,78.77358246
Control of Corruption: Percentile Rank,CC.PER.RNK,Italy,ITA,NA,NA,NA,NA,NA,NA,67.20429993,NA,68.44919586,NA,75,NA,72.48677063,70.89946747,66.50246429,67.80487823,71.21951294,67.4757309,64.07766724,64.11483002,64.2857132,65.87677765,62.08530807,60.1895752,56.73077011,57.1428566,59.04761887,60.47618866,60.95238113,61.42856979,67.14286041,67.61904907,68.86792755
Control of Corruption: Percentile Rank,CC.PER.RNK,Jamaica,JAM,NA,NA,NA,NA,NA,NA,61.82795715,NA,59.89304733,NA,59.04255295,NA,38.09523773,41.26984024,41.37931061,46.341465,46.341465,46.60194016,44.17475891,47.8468895,48.09523773,53.08057022,48.3412323,47.39336395,46.63461685,48.57143021,49.52381134,47.61904907,47.1428566,51.90476227,53.80952454,52.38095093,54.24528122
Control of Corruption: Percentile Rank,CC.PER.RNK,Japan,JPN,NA,NA,NA,NA,NA,NA,84.40859985,NA,82.35294342,NA,85.10638428,NA,81.48148346,84.12698364,85.7142868,83.9024353,89.26829529,85.43688965,88.83495331,89.47368622,91.42857361,91.4691925,91.94313049,92.89099884,92.30769348,91.42857361,90.47618866,90,89.04762268,89.04762268,90.47618866,90.95237732,90.56604004
Control of Corruption: Percentile Rank,CC.PER.RNK,Jordan,JOR,NA,NA,NA,NA,NA,NA,55.37634277,NA,59.35828781,NA,58.51063919,NA,55.02645493,67.72486877,64.03940582,63.4146347,64.39024353,64.07766724,67.4757309,62.67942429,60,59.71564102,60.1895752,59.71564102,60.57692337,62.38095093,61.90476227,61.90476227,58.57143021,58.57143021,57.61904907,55.7142868,58.01886749
Control of Corruption: Percentile Rank,CC.PER.RNK,Kazakhstan,KAZ,NA,NA,NA,NA,NA,NA,12.36559105,NA,13.90374374,NA,9.574467659,NA,8.994709015,11.64021206,12.31527138,16.5853653,18.04878044,17.96116447,16.01941681,19.1387558,16.66666603,17.53554535,18.95734596,18.95734596,23.55769157,20.95238113,21.90476227,20,37.61904907,45.23809433,40.95238113,47.1428566,48.58490753
Control of Corruption: Percentile Rank,CC.PER.RNK,Kenya,KEN,NA,NA,NA,NA,NA,NA,10.75268841,NA,9.625668526,NA,10.10638332,NA,16.93121719,16.93121719,20.19704437,17.07317162,19.51219559,18.44660187,14.0776701,15.78947353,19.52380943,18.48341179,12.79620838,14.69194317,16.34615326,14.28571415,16.66666603,15.23809528,20.47619057,24.2857151,20.95238113,26.19047546,24.05660439
Control of Corruption: Percentile Rank,CC.PER.RNK,Kiribati,KIR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.42857361,62.43902588,59.02439117,60.19417572,58.73786545,54.06698608,55.23809433,60.66350555,59.24170685,57.81990433,63.46154022,62.8571434,62.8571434,63.80952454,64.76190186,64.76190186,66.19047546,61.90476227,61.320755
Control of Corruption: Percentile Rank,CC.PER.RNK,"Korea, Dem. People's Rep.",PRK,NA,NA,NA,NA,NA,NA,4.838709831,NA,5.347593784,NA,3.723404169,NA,13.75661373,3.703703642,4.433497429,8.292682648,2.439024448,1.45631063,1.941747546,4.78468895,5.238095284,4.265402794,6.161137581,6.635071278,7.211538315,9.047618866,5.714285851,4.285714149,1.90476191,1.90476191,1.428571463,2.380952358,2.358490467
Control of Corruption: Percentile Rank,CC.PER.RNK,"Korea, Rep.",KOR,NA,NA,NA,NA,NA,NA,65.59140015,NA,63.10160446,NA,63.29787064,NA,71.42857361,73.01587677,67.98029327,71.70731354,65.36585236,72.8155365,68.93203735,71.77033234,70,71.09004974,70.1421814,71.09004974,69.2307663,64.2857132,65.23809814,64.76190186,70.95237732,75.23809814,75.23809814,76.66666412,76.88679504
Control of Corruption: Percentile Rank,CC.PER.RNK,Kosovo,XKX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.55319214,NA,68.25396729,38.62434006,45.32019806,38.04878235,37.56097412,27.6699028,32.03883362,32.53588486,31.90476227,32.22748947,30.33175278,31.27962112,36.53845978,34.76190567,40.47618866,38.09523773,33.80952454,33.33333206,35.7142868,43.80952454,47.16981125
Control of Corruption: Percentile Rank,CC.PER.RNK,Kuwait,KWT,NA,NA,NA,NA,NA,NA,70.43010712,NA,71.12299347,NA,70.74468231,NA,82.53968048,74.6031723,75.36946106,69.75609589,70.73170471,69.90291595,68.44660187,66.98564911,64.76190186,59.24170685,52.13270187,52.60663605,50.96154022,50,46.19047546,43.33333206,43.80952454,50,52.38095093,51.90476227,58.96226501
Control of Corruption: Percentile Rank,CC.PER.RNK,Kyrgyz Republic,KGZ,NA,NA,NA,NA,NA,NA,17.20430183,NA,16.04277992,NA,15.95744705,NA,10.05290985,11.11111069,12.80788136,8.780488014,6.829268456,4.854369164,5.825242519,4.306220055,10.47619057,6.635071278,11.37440777,11.37440777,12.5,10.95238113,12.38095284,12.85714245,16.19047546,17.1428566,13.33333302,12.85714245,10.37735844
Control of Corruption: Percentile Rank,CC.PER.RNK,Lao PDR,LAO,NA,NA,NA,NA,NA,NA,28.49462318,NA,31.55080223,NA,31.9148941,NA,32.80423355,22.22222137,11.33004951,6.829268456,5.853658676,6.796116352,7.281553268,5.74162674,9.047618866,9.952606201,15.63981056,18.48341179,20.67307663,17.1428566,14.28571415,15.71428585,15.23809528,12.85714245,14.76190472,15.23809528,19.81132126
Control of Corruption: Percentile Rank,CC.PER.RNK,Latvia,LVA,NA,NA,NA,NA,NA,NA,50,NA,60.42780685,NA,56.9148941,NA,57.1428566,62.9629631,59.60591125,65.85366058,68.29268646,68.44660187,63.10679626,64.59329987,63.33333206,65.40284729,64.45497894,66.824646,66.82691956,65.23809814,64.76190186,66.66666412,62.38095093,66.66666412,74.76190186,76.19047546,75.47169495
Control of Corruption: Percentile Rank,CC.PER.RNK,Lebanon,LBN,NA,NA,NA,NA,NA,NA,31.18279648,NA,39.57219315,NA,41.48936081,NA,42.32804108,34.3915329,31.52709389,37.56097412,17.56097603,18.93203926,20.38834953,21.05263138,19.04761887,19.43128014,19.9052124,19.43128014,13.94230747,19.04761887,13.80952358,14.76190472,11.90476227,11.90476227,11.90476227,10.47619057,13.679245
Control of Corruption: Percentile Rank,CC.PER.RNK,Lesotho,LSO,NA,NA,NA,NA,NA,NA,59.67741776,NA,52.94117737,NA,52.6595726,NA,50.79365158,52.38095093,53.20196915,57.56097412,57.07316971,55.3398056,59.22330093,63.15789413,62.8571434,62.55924225,60.66350555,63.98104095,61.53845978,56.66666794,55.23809433,55.23809433,51.90476227,51.42856979,49.04761887,43.33333206,41.98113251
Control of Corruption: Percentile Rank,CC.PER.RNK,Liberia,LBR,NA,NA,NA,NA,NA,NA,2.150537729,NA,0,NA,11.70212746,NA,12.6984129,7.936507702,6.896551609,10.73170757,27.31707382,37.37863922,22.81553459,32.05741501,33.33333206,26.06635094,32.70142365,27.01421738,24.51922989,29.52380943,26.19047546,27.61904716,18.5714283,17.61904716,20,19.04761887,20.28301811
Control of Corruption: Percentile Rank,CC.PER.RNK,Libya,LBY,NA,NA,NA,NA,NA,NA,20.43010712,NA,24.06417084,NA,24.46808434,NA,21.69312096,20.63492012,19.70443344,17.56097603,14.14634132,14.56310654,17.96116447,8.612440109,5.714285851,7.582938194,3.317535639,1.421800971,2.884615421,0.952380955,2.857142925,3.333333254,3.333333254,2.380952358,2.857142925,3.809523821,3.773584843
Control of Corruption: Percentile Rank,CC.PER.RNK,Liechtenstein,LIE,NA,NA,NA,NA,NA,NA,87.09677124,NA,89.30480957,NA,88.29787445,NA,87.83068848,88.35978699,89.65517426,88.29268646,88.29268646,83.49514771,83.00971222,92.34449768,93.80952454,93.83885956,93.83885956,94.78672791,97.11538696,96.19047546,96.66666412,97.14286041,96.19047546,96.19047546,95.7142868,93.80952454,94.81131744
Control of Corruption: Percentile Rank,CC.PER.RNK,Lithuania,LTU,NA,NA,NA,NA,NA,NA,68.27957153,NA,63.63636398,NA,67.02127838,NA,61.90476227,68.25396729,66.99507141,64.39024353,59.51219559,58.73786545,60.67961121,65.07176971,68.57142639,67.29857635,68.2464447,67.77251434,70.19230652,70,72.85713959,67.61904907,66.66666412,73.80952454,78.57142639,79.52381134,76.41509247
Control of Corruption: Percentile Rank,CC.PER.RNK,Luxembourg,LUX,NA,NA,NA,NA,NA,NA,94.62365723,NA,93.58288574,NA,94.14893341,NA,95.23809814,91.53439331,93.10344696,92.68292999,94.14633942,94.17475891,95.14562988,94.73683929,95.7142868,98.10426331,96.6824646,97.15639496,96.63461304,97.14286041,97.61904907,96.19047546,97.14286041,97.61904907,96.66666412,96.19047546,96.22641754
Control of Corruption: Percentile Rank,CC.PER.RNK,"Macao SAR, China",MAC,NA,NA,NA,NA,NA,NA,69.35483551,NA,67.37967682,NA,68.0851059,NA,54.4973526,79.36508179,90.64039612,70.24390411,66.82926941,71.35922241,69.41747284,62.20095825,69.52381134,69.66824341,69.19431305,70.1421814,77.88461304,68.57142639,77.14286041,70.95237732,74.76190186,72.85713959,77.61904907,79.04762268,79.71697998
Control of Corruption: Percentile Rank,CC.PER.RNK,Madagascar,MDG,NA,NA,NA,NA,NA,NA,44.08602142,NA,35.8288765,NA,40.95744705,NA,56.61375809,50.26454926,44.3349762,55.12195206,51.70731735,51.94174576,49.02912521,46.88995361,42.38095093,38.86256027,29.38388634,23.22274971,21.63461494,20,16.19047546,13.33333302,14.76190472,14.76190472,16.66666603,18.5714283,17.92452812
Control of Corruption: Percentile Rank,CC.PER.RNK,Malawi,MWI,NA,NA,NA,NA,NA,NA,47.31182861,NA,49.19786072,NA,48.93616867,NA,14.81481457,26.45502663,25.12315178,27.31707382,36.09756088,35.92232895,38.34951401,41.14832687,38.57143021,41.23222733,38.86256027,32.70142365,25,23.80952454,23.80952454,28.09523773,24.76190567,25.23809433,40,44.76190567,30.18867874
Control of Corruption: Percentile Rank,CC.PER.RNK,Malaysia,MYS,NA,NA,NA,NA,NA,NA,66.12903595,NA,65.77539825,NA,63.82978821,NA,64.02116394,67.19577026,64.53202057,59.51219559,62.43902588,60.67961121,54.85437012,55.50239182,60.95238113,57.81990433,63.5071106,67.29857635,66.34615326,60.47618866,57.61904907,55.7142868,62.8571434,60.95238113,60.47618866,59.04761887,62.26415253
Control of Corruption: Percentile Rank,CC.PER.RNK,Maldives,MDV,NA,NA,NA,NA,NA,NA,46.77419281,NA,48.12834167,NA,47.3404274,NA,52.38095093,57.1428566,46.79803085,41.46341324,32.68292618,19.90291214,21.35922241,28.7081337,36.66666794,35.0710907,27.96208572,25.11848259,44.71154022,38.57143021,31.4285717,22.38095284,18.09523773,46.66666794,43.33333206,41.42856979,39.62264252
Control of Corruption: Percentile Rank,CC.PER.RNK,Mali,MLI,NA,NA,NA,NA,NA,NA,25.8064518,NA,25.13368988,NA,23.40425491,NA,30.68782997,26.98412704,29.55665016,39.02439117,38.53658676,38.34951401,35.43689346,27.75119591,28.5714283,28.4360199,22.27488136,22.27488136,26.44230843,27.61904716,29.52380943,29.04761887,26.66666603,26.66666603,24.2857151,20,21.22641563
Control of Corruption: Percentile Rank,CC.PER.RNK,Malta,MLT,NA,NA,NA,NA,NA,NA,71.50537872,NA,70.58823395,NA,81.9148941,NA,77.24868011,80.42327881,77.8325119,78.04878235,80.48780823,81.06796265,80.58252716,73.68421173,74.76190186,72.98577881,78.67298889,80.56871796,78.36538696,77.61904907,73.80952454,74.76190186,70,60.47618866,62.8571434,62.8571434,61.79245377
Control of Corruption: Percentile Rank,CC.PER.RNK,Marshall Islands,MHL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.80487823,31.21951294,20.87378693,25.72815514,27.27272797,25.23809433,48.81516647,51.6587677,58.2938385,56.25,72.85713959,74.76190186,77.61904907,64.76190186,64.76190186,66.19047546,64.76190186,64.15093994
Control of Corruption: Percentile Rank,CC.PER.RNK,Mauritania,MRT,NA,NA,NA,NA,NA,NA,34.40860367,NA,36.89839554,NA,39.89361572,NA,52.91005325,57.67195892,42.36453247,36.5853653,25.85365868,33.98058319,23.30097008,31.57894707,25.7142849,29.38388634,23.69668198,21.80094719,16.82692337,17.61904716,25.23809433,24.2857151,23.33333397,21.90476227,23.33333397,21.90476227,23.11320686
Control of Corruption: Percentile Rank,CC.PER.RNK,Mauritius,MUS,NA,NA,NA,NA,NA,NA,58.06451797,NA,60.96256638,NA,61.70212936,NA,66.66666412,61.37565994,59.11330032,60.97560883,63.90243912,69.41747284,70.38835144,70.81340027,71.42857361,70.61611176,64.9289093,63.5071106,64.90384674,61.42856979,59.52381134,60,60,60,65.23809814,65.23809814,65.56604004
Control of Corruption: Percentile Rank,CC.PER.RNK,Mexico,MEX,NA,NA,NA,NA,NA,NA,36.02150726,NA,43.8502655,NA,54.78723526,NA,47.61904907,48.67724991,41.87192154,45.85365677,43.90243912,45.63106918,45.63106918,44.49760818,40.47618866,39.33649445,37.91469193,34.59715652,22.11538506,19.52380943,20.47619057,16.19047546,16.66666603,18.09523773,19.52380943,17.61904716,17.45282936
Control of Corruption: Percentile Rank,CC.PER.RNK,"Micronesia, Fed. Sts.",FSM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.02462769,53.17073059,54.63414764,50.48543549,51.45631027,52.1531105,49.04761887,45.49763107,55.45023727,53.55450058,76.44230652,73.80952454,74.76190186,77.61904907,74.2857132,75.7142868,80,69.52381134,67.92453003
Control of Corruption: Percentile Rank,CC.PER.RNK,Moldova,MDA,NA,NA,NA,NA,NA,NA,39.78494644,NA,42.78075027,NA,34.57446671,NA,17.98941803,21.16402054,14.77832508,30.24390221,31.70731735,29.61165047,33.0097084,26.79425812,29.04761887,30.80568695,31.7535553,23.69668198,21.15384674,18.09523773,14.76190472,21.4285717,25.7142849,30,31.90476227,35.23809433,42.92453003
Control of Corruption: Percentile Rank,CC.PER.RNK,Monaco,MCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.85713959,92.85713959,93.80952454,93.33333588,94.2857132,88.57142639,88.57142639,88.679245
Control of Corruption: Percentile Rank,CC.PER.RNK,Mongolia,MNG,NA,NA,NA,NA,NA,NA,60.75268936,NA,58.82352829,NA,46.27659607,NA,57.67195892,49.20634842,47.78325272,33.658535,33.658535,32.03883362,30.58252335,24.4019146,24.76190567,25.11848259,35.0710907,38.86256027,38.46154022,37.1428566,36.19047546,40.95238113,39.52381134,37.1428566,34.2857132,33.33333206,33.01886749
Control of Corruption: Percentile Rank,CC.PER.RNK,Montenegro,MNE,NA,NA,NA,NA,NA,NA,NA,NA,68.98395538,NA,51.59574509,NA,51.85185242,42.32804108,36.45320129,45.36585236,40.97560883,42.71844482,50,51.19617081,50,52.60663605,54.50236893,48.3412323,54.80769348,52.8571434,54.76190567,53.80952454,56.19047546,54.76190567,54.2857132,52.8571434,50.94339752
Control of Corruption: Percentile Rank,CC.PER.RNK,Morocco,MAR,NA,NA,NA,NA,NA,NA,53.22580719,NA,58.28876877,NA,47.87234116,NA,48.14814758,45.5026474,48.76847458,41.95121765,39.02439117,42.23300934,40.29126358,43.54066849,52.38095093,40.28435898,37.44075775,41.7061615,47.11538315,48.09523773,50.47618866,49.04761887,44.76190567,41.42856979,38.57143021,38.57143021,41.50943375
Control of Corruption: Percentile Rank,CC.PER.RNK,Mozambique,MOZ,NA,NA,NA,NA,NA,NA,40.86021423,NA,43.3155098,NA,37.23404312,NA,38.62434006,32.80423355,30.54187202,37.07316971,32.19512177,36.89320374,37.86407852,40.66985703,40.95238113,38.3886261,34.59715652,34.12322235,29.32692337,24.76190567,17.1428566,19.04761887,23.80952454,22.38095284,24.76190567,22.8571434,21.69811249
Control of Corruption: Percentile Rank,CC.PER.RNK,Myanmar,MMR,NA,NA,NA,NA,NA,NA,1.612903237,NA,2.139037371,NA,1.595744729,NA,3.174603224,1.587301612,0.492610842,0.48780489,0.48780489,0.485436887,0.970873773,0.478468895,0.476190478,0.947867274,13.74407578,16.11374474,20.19230843,21.4285717,31.90476227,32.38095093,30,29.52380943,27.1428566,15.71428585,12.73584938
Control of Corruption: Percentile Rank,CC.PER.RNK,Namibia,NAM,NA,NA,NA,NA,NA,NA,76.8817215,NA,75.93582916,NA,76.59574127,NA,59.25925827,60.84656143,58.62068939,59.02439117,61.46341324,66.50485229,73.78640747,66.02870941,66.66666412,64.9289093,66.824646,66.35070801,62.5,63.33333206,62.38095093,62.8571434,63.33333206,62.8571434,61.90476227,61.42856979,60.84905624
Control of Corruption: Percentile Rank,CC.PER.RNK,Nauru,NRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.6601944,45.14562988,42.10526276,57.1428566,55.92417145,58.76777267,30.80568695,37.98077011,67.14286041,70,68.57142639,68.09523773,68.57142639,70.47618866,71.42857361,71.69811249
Control of Corruption: Percentile Rank,CC.PER.RNK,Nepal,NPL,NA,NA,NA,NA,NA,NA,31.72043037,NA,34.75935745,NA,36.70212936,NA,40.2116394,34.92063522,18.22660065,23.90243912,28.78048706,23.30097008,21.84465981,26.31579018,27.1428566,23.22274971,22.74881554,28.90995216,33.17307663,32.38095093,22.38095284,23.80952454,27.1428566,27.1428566,29.04761887,32.38095093,33.96226501
Control of Corruption: Percentile Rank,CC.PER.RNK,Netherlands,NLD,NA,NA,NA,NA,NA,NA,96.77419281,NA,97.32620239,NA,96.80850983,NA,96.29629517,95.76719666,95.56650543,96.0975647,96.0975647,97.08737946,96.60194397,97.60765839,97.61904907,96.6824646,96.20853424,96.20853424,95.67308044,94.2857132,94.76190186,92.38095093,95.23809814,95.7142868,96.19047546,97.14286041,96.69811249
Control of Corruption: Percentile Rank,CC.PER.RNK,New Caledonia,NCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Control of Corruption: Percentile Rank,CC.PER.RNK,New Zealand,NZL,NA,NA,NA,NA,NA,NA,97.84946442,NA,97.86096191,NA,97.87233734,NA,98.41269684,98.94179535,99.01477814,98.53658295,99.02439117,99.02912903,98.54368591,99.52153015,99.52381134,99.52606964,99.52606964,99.52606964,99.5192337,100,100,100,99.04762268,100,98.57142639,99.04762268,99.05660248
Control of Corruption: Percentile Rank,CC.PER.RNK,Nicaragua,NIC,NA,NA,NA,NA,NA,NA,33.87096786,NA,20.85561562,NA,20.7446804,NA,39.15343857,37.0370369,38.42364502,32.68292618,29.26829338,25.24271774,24.75728226,25.35885239,23.80952454,24.17061615,24.17061615,26.06635094,19.23077011,18.5714283,18.09523773,18.09523773,14.28571415,15.71428585,11.4285717,9.523809433,7.547169685
Control of Corruption: Percentile Rank,CC.PER.RNK,Niger,NER,NA,NA,NA,NA,NA,NA,20.96774101,NA,14.97326183,NA,19.14893532,NA,15.34391499,17.98941803,21.18226624,26.34146309,20.97560883,25.72815514,27.18446541,31.10047913,30,27.96208572,31.27962112,33.175354,27.88461494,28.5714283,30.47619057,27.1428566,31.90476227,31.4285717,28.09523773,31.4285717,31.13207626
Control of Corruption: Percentile Rank,CC.PER.RNK,Nigeria,NGA,NA,NA,NA,NA,NA,NA,8.602150917,NA,10.16042805,NA,3.191489458,NA,0.529100537,4.232804298,4.92610836,11.70731735,10.73170757,13.10679626,18.93203926,16.74641228,15.23809528,10.42654037,10.90047359,9.478672981,7.692307472,12.85714245,13.33333302,12.38095284,12.38095284,12.38095284,13.80952358,14.28571415,14.62264156
Control of Corruption: Percentile Rank,CC.PER.RNK,North Macedonia,MKD,NA,NA,NA,NA,NA,NA,32.25806427,NA,34.22459793,NA,33.51063919,NA,25.39682579,30.68782997,34.48275757,40,40.48780441,41.74757385,51.94174576,53.58851624,54.76190567,54.9763031,55.92417145,56.39810562,55.28845978,49.52381134,46.66666794,43.80952454,40.95238113,36.66666794,34.76190567,41.90476227,43.86792374
Control of Corruption: Percentile Rank,CC.PER.RNK,Northern Mariana Islands,MNP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Control of Corruption: Percentile Rank,CC.PER.RNK,Norway,NOR,NA,NA,NA,NA,NA,NA,98.38710022,NA,98.39572144,NA,96.27659607,NA,96.82539368,96.29629517,95.07389069,96.5853653,97.07317352,94.6601944,94.6601944,95.21530914,97.14286041,97.63033295,98.57820129,99.05213165,99.03845978,99.04762268,98.57142639,99.52381134,97.61904907,97.14286041,97.61904907,98.09523773,98.11320496
Control of Corruption: Percentile Rank,CC.PER.RNK,Oman,OMN,NA,NA,NA,NA,NA,NA,67.74193573,NA,74.86631012,NA,76.06382751,NA,80.95237732,73.54497528,73.39901733,67.31707001,67.31707001,68.93203735,72.33009338,67.46411133,67.14286041,62.08530807,62.55924225,62.08530807,63.94230652,61.90476227,63.80952454,61.42856979,60.47618866,65.7142868,60,58.09523773,57.54716873
Control of Corruption: Percentile Rank,CC.PER.RNK,Pakistan,PAK,NA,NA,NA,NA,NA,NA,7.526881695,NA,13.36898422,NA,22.87234116,NA,20.1058197,24.33862495,10.83743858,14.63414669,22.43902397,21.84465981,19.41747665,13.87559795,13.80952358,15.16587639,14.21800995,17.06161118,23.07692337,22.38095284,17.61904716,21.90476227,24.2857151,20.95238113,21.90476227,23.33333397,22.64151001
